nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,test_nloglik
20,5,0.15,0,0.8,1,0.5,0.46488783839554343
30,5,0.15,0,0.8,1,0.5,0.45224955155368446
40,5,0.15,0,0.8,1,0.5,0.44890636100631937
50,5,0.15,0,0.8,1,0.5,0.44822358835206066
60,5,0.15,0,0.8,1,0.5,0.44819426023399667
70,5,0.15,0,0.8,1,0.5,0.44811737955697384
80,5,0.15,0,0.8,1,0.5,0.4483165306239213
90,5,0.15,0,0.8,1,0.5,0.4483550027466322
100,5,0.15,0,0.8,1,0.5,0.44831695237714014
10,6,0.15,0,0.8,1,0.5,0.505119881988509
20,6,0.15,0,0.8,1,0.5,0.4645986487856076
30,6,0.15,0,0.8,1,0.5,0.45227716999544637
40,6,0.15,0,0.8,1,0.5,0.4491580856292722
50,6,0.15,0,0.8,1,0.5,0.4484126433058383
60,6,0.15,0,0.8,1,0.5,0.44833634272775175
70,6,0.15,0,0.8,1,0.5,0.447973236698405
80,6,0.15,0,0.8,1,0.5,0.44863043916743556
90,6,0.15,0,0.8,1,0.5,0.449031390840173
100,6,0.15,0,0.8,1,0.5,0.44939025146331646
10,7,0.15,0,0.8,1,0.5,0.5049844965425627
20,7,0.15,0,0.8,1,0.5,0.46474442259251936
30,7,0.15,0,0.8,1,0.5,0.4524207035051727
40,7,0.15,0,0.8,1,0.5,0.4489343061805104
50,7,0.15,0,0.8,1,0.5,0.4482367911568087
60,7,0.15,0,0.8,1,0.5,0.44902802497619015
70,7,0.15,0,0.8,1,0.5,0.4488281636190632
80,7,0.15,0,0.8,1,0.5,0.449172797507644
90,7,0.15,0,0.8,1,0.5,0.4501892358211093
100,7,0.15,0,0.8,1,0.5,0.44994970384039007
10,8,0.15,0,0.8,1,0.5,0.5046745356564409
20,8,0.15,0,0.8,1,0.5,0.4642992993243721
30,8,0.15,0,0.8,1,0.5,0.45253865398634757
40,8,0.15,0,0.8,1,0.5,0.4500589146469409
50,8,0.15,0,0.8,1,0.5,0.449363174629021
60,8,0.15,0,0.8,1,0.5,0.4495214620844614
70,8,0.15,0,0.8,1,0.5,0.4490442289995616
80,8,0.15,0,0.8,1,0.5,0.4501781001821682
90,8,0.15,0,0.8,1,0.5,0.45097495093192946
100,8,0.15,0,0.8,1,0.5,0.45121149706094227
10,1,0.2,0,0.8,1,0.5,0.4883728934602631
20,1,0.2,0,0.8,1,0.5,0.45803480885852993
30,1,0.2,0,0.8,1,0.5,0.45157271093170925
40,1,0.2,0,0.8,1,0.5,0.44993033632352636
50,1,0.2,0,0.8,1,0.5,0.44924883802409343
60,1,0.2,0,0.8,1,0.5,0.44901512575397445
70,1,0.2,0,0.8,1,0.5,0.44869112751144097
80,1,0.2,0,0.8,1,0.5,0.44855157165544124
90,1,0.2,0,0.8,1,0.5,0.4485275292871584
100,1,0.2,0,0.8,1,0.5,0.4483582918231042
10,2,0.2,0,0.8,1,0.5,0.4870236768196175
20,2,0.2,0,0.8,1,0.5,0.45611045822829965
30,2,0.2,0,0.8,1,0.5,0.45016946459508866
40,2,0.2,0,0.8,1,0.5,0.4488161796271695
50,2,0.2,0,0.8,1,0.5,0.4483705597578905
60,2,0.2,0,0.8,1,0.5,0.4480915412614786
70,2,0.2,0,0.8,1,0.5,0.44808963496401444
80,2,0.2,0,0.8,1,0.5,0.44793631575771115
90,2,0.2,0,0.8,1,0.5,0.44792873289813073
100,2,0.2,0,0.8,1,0.5,0.44798375748101676
10,3,0.2,0,0.8,1,0.5,0.48666843771254265
20,3,0.2,0,0.8,1,0.5,0.4555207108611568
30,3,0.2,0,0.8,1,0.5,0.4494272823784441
40,3,0.2,0,0.8,1,0.5,0.4484001847228256
50,3,0.2,0,0.8,1,0.5,0.4480090026374535
60,3,0.2,0,0.8,1,0.5,0.44778435020380414
70,3,0.2,0,0.8,1,0.5,0.44795823903877646
80,3,0.2,0,0.8,1,0.5,0.448089665832622
90,3,0.2,0,0.8,1,0.5,0.44800029484658577
100,3,0.2,0,0.8,1,0.5,0.44800086396063965
10,4,0.2,0,0.8,1,0.5,0.48635486047899185
20,4,0.2,0,0.8,1,0.5,0.45496542615550983
30,4,0.2,0,0.8,1,0.5,0.44919279843413856
40,4,0.2,0,0.8,1,0.5,0.4482252372016376
50,4,0.2,0,0.8,1,0.5,0.448035194227274
60,4,0.2,0,0.8,1,0.5,0.44784832536435404
70,4,0.2,0,0.8,1,0.5,0.4482920215082254
80,4,0.2,0,0.8,1,0.5,0.44807264081096393
90,4,0.2,0,0.8,1,0.5,0.44811608689215254
100,4,0.2,0,0.8,1,0.5,0.4484342256484394
10,5,0.2,0,0.8,1,0.5,0.48590791851259446
20,5,0.2,0,0.8,1,0.5,0.4546286150110182
30,5,0.2,0,0.8,1,0.5,0.4488773362843814
40,5,0.2,0,0.8,1,0.5,0.44805054157224067
50,5,0.2,0,0.8,1,0.5,0.44794740514603476
60,5,0.2,0,0.8,1,0.5,0.448370026706404
70,5,0.2,0,0.8,1,0.5,0.4483219236907845
80,5,0.2,0,0.8,1,0.5,0.4486598896178493
90,5,0.2,0,0.8,1,0.5,0.4490553816768166
100,5,0.2,0,0.8,1,0.5,0.4483086808947192
10,6,0.2,0,0.8,1,0.5,0.4863047832791768
20,6,0.2,0,0.8,1,0.5,0.45466460097442263
30,6,0.2,0,0.8,1,0.5,0.44879291569358226
40,6,0.2,0,0.8,1,0.5,0.4483829480734062
50,6,0.2,0,0.8,1,0.5,0.4481511663089027
60,6,0.2,0,0.8,1,0.5,0.449205278530065
70,6,0.2,0,0.8,1,0.5,0.4496840871525671
80,6,0.2,0,0.8,1,0.5,0.44909575914795435
90,6,0.2,0,0.8,1,0.5,0.44966219481649533
100,6,0.2,0,0.8,1,0.5,0.45029795188330407
10,7,0.2,0,0.8,1,0.5,0.48618398685307784
20,7,0.2,0,0.8,1,0.5,0.45481966250617883
30,7,0.2,0,0.8,1,0.5,0.4494446938409135
40,7,0.2,0,0.8,1,0.5,0.4493476988290912
50,7,0.2,0,0.8,1,0.5,0.44905515540142726
60,7,0.2,0,0.8,1,0.5,0.4495984502063014
70,7,0.2,0,0.8,1,0.5,0.45022854901545056
80,7,0.2,0,0.8,1,0.5,0.4510913592087487
90,7,0.2,0,0.8,1,0.5,0.4509376568865478
100,7,0.2,0,0.8,1,0.5,0.45179321690648655
10,8,0.2,0,0.8,1,0.5,0.486158345598513
20,8,0.2,0,0.8,1,0.5,0.4548231299701089
30,8,0.2,0,0.8,1,0.5,0.4495161140336169
40,8,0.2,0,0.8,1,0.5,0.4487795302515409
50,8,0.2,0,0.8,1,0.5,0.45084833182742184
60,8,0.2,0,0.8,1,0.5,0.4511671156316595
70,8,0.2,0,0.8,1,0.5,0.4517873216090918
80,8,0.2,0,0.8,1,0.5,0.45282930423028017
90,8,0.2,0,0.8,1,0.5,0.45337390422824825
100,8,0.2,0,0.8,1,0.5,0.45454703000926366
10,1,0.25,0,0.8,1,0.5,0.47528020368065593
20,1,0.25,0,0.8,1,0.5,0.453568001074852
30,1,0.25,0,0.8,1,0.5,0.450128539895576
40,1,0.25,0,0.8,1,0.5,0.449336840592149
50,1,0.25,0,0.8,1,0.5,0.4489207216773032
60,1,0.25,0,0.8,1,0.5,0.44861681091431704
70,1,0.25,0,0.8,1,0.5,0.4484794677048355
80,1,0.25,0,0.8,1,0.5,0.4483390225937924
90,1,0.25,0,0.8,1,0.5,0.4481414866106759
100,1,0.25,0,0.8,1,0.5,0.4480447175096028
10,2,0.25,0,0.8,1,0.5,0.4741950447883456
20,2,0.25,0,0.8,1,0.5,0.4518365716336344
30,2,0.25,0,0.8,1,0.5,0.44893080714183986
40,2,0.25,0,0.8,1,0.5,0.44853357582861114
50,2,0.25,0,0.8,1,0.5,0.4481609994102947
60,2,0.25,0,0.8,1,0.5,0.4481293150444163
70,2,0.25,0,0.8,1,0.5,0.448004970387486
80,2,0.25,0,0.8,1,0.5,0.44788305283380725
90,2,0.25,0,0.8,1,0.5,0.4476073881461007
100,2,0.25,0,0.8,1,0.5,0.44805593730302185
10,3,0.25,0,0.8,1,0.5,0.47342413341125317
20,3,0.25,0,0.8,1,0.5,0.4511802454191115
30,3,0.25,0,0.8,1,0.5,0.4483855960582178
40,3,0.25,0,0.8,1,0.5,0.4479624359481813
50,3,0.25,0,0.8,1,0.5,0.44766291228139304
60,3,0.25,0,0.8,1,0.5,0.448135828953345
70,3,0.25,0,0.8,1,0.5,0.4478635153638951
80,3,0.25,0,0.8,1,0.5,0.44824123477982275
90,3,0.25,0,0.8,1,0.5,0.4483708224702658
100,3,0.25,0,0.8,1,0.5,0.4478101168745704
10,4,0.25,0,0.8,1,0.5,0.4729812388889626
20,4,0.25,0,0.8,1,0.5,0.45078610289476256
30,4,0.25,0,0.8,1,0.5,0.44825513983986687
40,4,0.25,0,0.8,1,0.5,0.4479644610053115
50,4,0.25,0,0.8,1,0.5,0.4477980175242867
60,4,0.25,0,0.8,1,0.5,0.44863933332391026
70,4,0.25,0,0.8,1,0.5,0.44848988788543
80,4,0.25,0,0.8,1,0.5,0.44852179308581813
90,4,0.25,0,0.8,1,0.5,0.4486375425743837
100,4,0.25,0,0.8,1,0.5,0.44905483811971386
10,5,0.25,0,0.8,1,0.5,0.47279317917072194
20,5,0.25,0,0.8,1,0.5,0.4506372866263524
30,5,0.25,0,0.8,1,0.5,0.44829525440145257
40,5,0.25,0,0.8,1,0.5,0.4482929169265315
50,5,0.25,0,0.8,1,0.5,0.4482505978496319
60,5,0.25,0,0.8,1,0.5,0.44896365251206005
70,5,0.25,0,0.8,1,0.5,0.4481621960980613
80,5,0.25,0,0.8,1,0.5,0.4497340818798827
90,5,0.25,0,0.8,1,0.5,0.44961317742324663
100,5,0.25,0,0.8,1,0.5,0.4497550603079664
10,6,0.25,0,0.8,1,0.5,0.47290347657347587
20,6,0.25,0,0.8,1,0.5,0.4505172285662065
30,6,0.25,0,0.8,1,0.5,0.4483415504530613
40,6,0.25,0,0.8,1,0.5,0.44848485836806923
50,6,0.25,0,0.8,1,0.5,0.44918975968418384
60,6,0.25,0,0.8,1,0.5,0.44961119472008315
70,6,0.25,0,0.8,1,0.5,0.45032298223120465
80,6,0.25,0,0.8,1,0.5,0.4499137300931601
90,6,0.25,0,0.8,1,0.5,0.45114124802175287
100,6,0.25,0,0.8,1,0.5,0.4519094920415321
10,7,0.25,0,0.8,1,0.5,0.4727029151128023
20,7,0.25,0,0.8,1,0.5,0.45077337130654777
30,7,0.25,0,0.8,1,0.5,0.4497768072637694
40,7,0.25,0,0.8,1,0.5,0.4492370702410856
50,7,0.25,0,0.8,1,0.5,0.44985615381217064
60,7,0.25,0,0.8,1,0.5,0.4517931195274997
70,7,0.25,0,0.8,1,0.5,0.45230500114321825
80,7,0.25,0,0.8,1,0.5,0.4525481021251813
90,7,0.25,0,0.8,1,0.5,0.4523678208634823
100,7,0.25,0,0.8,1,0.5,0.45403146412367185
10,8,0.25,0,0.8,1,0.5,0.47339679590116257
20,8,0.25,0,0.8,1,0.5,0.45100120887908574
30,8,0.25,0,0.8,1,0.5,0.44938088078047084
40,8,0.25,0,0.8,1,0.5,0.45051370598158497
50,8,0.25,0,0.8,1,0.5,0.4512449197392961
60,8,0.25,0,0.8,1,0.5,0.4518936701321839
70,8,0.25,0,0.8,1,0.5,0.45265842739001605
80,8,0.25,0,0.8,1,0.5,0.45539655358765124
90,8,0.25,0,0.8,1,0.5,0.4564725509451512
100,8,0.25,0,0.8,1,0.5,0.4588010110559791
10,1,0.3,0,0.8,1,0.5,0.4668487862625492
20,1,0.3,0,0.8,1,0.5,0.45143808106306754
30,1,0.3,0,0.8,1,0.5,0.4495038101667382
40,1,0.3,0,0.8,1,0.5,0.4491163226657491
50,1,0.3,0,0.8,1,0.5,0.44875385144901647
60,1,0.3,0,0.8,1,0.5,0.4484174230209907
70,1,0.3,0,0.8,1,0.5,0.4481479335673609
80,1,0.3,0,0.8,1,0.5,0.44823193585104726
90,1,0.3,0,0.8,1,0.5,0.44797799278002476
100,1,0.3,0,0.8,1,0.5,0.4481329660603813
10,2,0.3,0,0.8,1,0.5,0.46505897300076493
20,2,0.3,0,0.8,1,0.5,0.45001028650021024
30,2,0.3,0,0.8,1,0.5,0.4488795510169866
40,2,0.3,0,0.8,1,0.5,0.4482206672904321
50,2,0.3,0,0.8,1,0.5,0.44817115655402723
60,2,0.3,0,0.8,1,0.5,0.4475641062854965
70,2,0.3,0,0.8,1,0.5,0.44802382429303506
80,2,0.3,0,0.8,1,0.5,0.4481392364643822
90,2,0.3,0,0.8,1,0.5,0.44785716509342105
100,2,0.3,0,0.8,1,0.5,0.44794265515714954
10,3,0.3,0,0.8,1,0.5,0.46474568321186066
20,3,0.3,0,0.8,1,0.5,0.449521668939543
30,3,0.3,0,0.8,1,0.5,0.448284963307316
40,3,0.3,0,0.8,1,0.5,0.4477719548014504
50,3,0.3,0,0.8,1,0.5,0.4485354769692456
60,3,0.3,0,0.8,1,0.5,0.4481466612249288
70,3,0.3,0,0.8,1,0.5,0.4479695999057646
80,3,0.3,0,0.8,1,0.5,0.44826413488207795
90,3,0.3,0,0.8,1,0.5,0.44830645684893555
100,3,0.3,0,0.8,1,0.5,0.44839385077709226
10,4,0.3,0,0.8,1,0.5,0.4644418640258256
20,4,0.3,0,0.8,1,0.5,0.44898015025784876
30,4,0.3,0,0.8,1,0.5,0.4480152561518971
40,4,0.3,0,0.8,1,0.5,0.44834090969297347
50,4,0.3,0,0.8,1,0.5,0.4482733951256552
60,4,0.3,0,0.8,1,0.5,0.44802745513158826
70,4,0.3,0,0.8,1,0.5,0.4488426661095718
80,4,0.3,0,0.8,1,0.5,0.4492517674615786
90,4,0.3,0,0.8,1,0.5,0.449286965316059
100,4,0.3,0,0.8,1,0.5,0.44938136161934
10,5,0.3,0,0.8,1,0.5,0.46384403488220616
20,5,0.3,0,0.8,1,0.5,0.448867933731597
30,5,0.3,0,0.8,1,0.5,0.4481067547321909
40,5,0.3,0,0.8,1,0.5,0.44859958967425906
50,5,0.3,0,0.8,1,0.5,0.4483573841491788
60,5,0.3,0,0.8,1,0.5,0.44924474711417245
70,5,0.3,0,0.8,1,0.5,0.44954487306287644
80,5,0.3,0,0.8,1,0.5,0.45010830176504807
90,5,0.3,0,0.8,1,0.5,0.45092171900635225
100,5,0.3,0,0.8,1,0.5,0.4510838104982138
10,6,0.3,0,0.8,1,0.5,0.4639023133508451
20,6,0.3,0,0.8,1,0.5,0.44933765500012973
30,6,0.3,0,0.8,1,0.5,0.4488581062999117
40,6,0.3,0,0.8,1,0.5,0.44965549760301826
50,6,0.3,0,0.8,1,0.5,0.44932140310233754
60,6,0.3,0,0.8,1,0.5,0.4512198023056607
70,6,0.3,0,0.8,1,0.5,0.45208957416919276
80,6,0.3,0,0.8,1,0.5,0.4521190778110455
90,6,0.3,0,0.8,1,0.5,0.4535453566964508
100,6,0.3,0,0.8,1,0.5,0.45379644614605846
10,7,0.3,0,0.8,1,0.5,0.46421700056255877
20,7,0.3,0,0.8,1,0.5,0.44970055737117204
30,7,0.3,0,0.8,1,0.5,0.4499350488379564
40,7,0.3,0,0.8,1,0.5,0.4507756720172563
50,7,0.3,0,0.8,1,0.5,0.4512244660647753
60,7,0.3,0,0.8,1,0.5,0.45236434334159914
70,7,0.3,0,0.8,1,0.5,0.4542530334490367
80,7,0.3,0,0.8,1,0.5,0.4531109117719409
90,7,0.3,0,0.8,1,0.5,0.4554768956000741
100,7,0.3,0,0.8,1,0.5,0.4567646507085557
10,8,0.3,0,0.8,1,0.5,0.4648537026926584
20,8,0.3,0,0.8,1,0.5,0.44973317760045445
30,8,0.3,0,0.8,1,0.5,0.45167168384904927
40,8,0.3,0,0.8,1,0.5,0.45236657181088163
50,8,0.3,0,0.8,1,0.5,0.45440084591903307
60,8,0.3,0,0.8,1,0.5,0.4553075079698443
70,8,0.3,0,0.8,1,0.5,0.45697030826139773
80,8,0.3,0,0.8,1,0.5,0.4589122280974431
90,8,0.3,0,0.8,1,0.5,0.4601996940583107
100,8,0.3,0,0.8,1,0.5,0.46202064875366344
10,1,0.05,0,0.9,1,0.5,0.5705596590553055
20,1,0.05,0,0.9,1,0.5,0.533518906672715
30,1,0.05,0,0.9,1,0.5,0.5074208438880184
40,1,0.05,0,0.9,1,0.5,0.4890601683601703
50,1,0.05,0,0.9,1,0.5,0.4766206797234092
60,1,0.05,0,0.9,1,0.5,0.4679922960847881
70,1,0.05,0,0.9,1,0.5,0.462263981039954
80,1,0.05,0,0.9,1,0.5,0.45825295950249006
90,1,0.05,0,0.9,1,0.5,0.45565410418511043
100,1,0.05,0,0.9,1,0.5,0.45387127586020876
10,2,0.05,0,0.9,1,0.5,0.5704103623236493
20,2,0.05,0,0.9,1,0.5,0.5329837987757322
30,2,0.05,0,0.9,1,0.5,0.5063782001475892
40,2,0.05,0,0.9,1,0.5,0.4879767608973631
50,2,0.05,0,0.9,1,0.5,0.4751713140971341
60,2,0.05,0,0.9,1,0.5,0.4665011145758381
70,2,0.05,0,0.9,1,0.5,0.46047339009174443
80,2,0.05,0,0.9,1,0.5,0.4567036873362193
90,2,0.05,0,0.9,1,0.5,0.45390990748377946
100,2,0.05,0,0.9,1,0.5,0.4521638609138262
10,3,0.05,0,0.9,1,0.5,0.5701713683805942
20,3,0.05,0,0.9,1,0.5,0.5325768167661767
30,3,0.05,0,0.9,1,0.5,0.5060338252258276
40,3,0.05,0,0.9,1,0.5,0.4873102094448069
50,3,0.05,0,0.9,1,0.5,0.47444547539415804
60,3,0.05,0,0.9,1,0.5,0.4656856365730519
70,3,0.05,0,0.9,1,0.5,0.45971108012670436
80,3,0.05,0,0.9,1,0.5,0.4558194506135865
90,3,0.05,0,0.9,1,0.5,0.453084851481302
100,3,0.05,0,0.9,1,0.5,0.45143116105942144
10,4,0.05,0,0.9,1,0.5,0.5700188504917925
20,4,0.05,0,0.9,1,0.5,0.532544363728641
30,4,0.05,0,0.9,1,0.5,0.5057057389776446
40,4,0.05,0,0.9,1,0.5,0.48702907302250814
50,4,0.05,0,0.9,1,0.5,0.47414431892734116
60,4,0.05,0,0.9,1,0.5,0.4652266805603696
70,4,0.05,0,0.9,1,0.5,0.45924384059743956
80,4,0.05,0,0.9,1,0.5,0.4552871317242022
90,4,0.05,0,0.9,1,0.5,0.452752502069856
100,4,0.05,0,0.9,1,0.5,0.4509393157505941
10,5,0.05,0,0.9,1,0.5,0.5700681690059578
20,5,0.05,0,0.9,1,0.5,0.5322324797855003
30,5,0.05,0,0.9,1,0.5,0.5054389569712809
40,5,0.05,0,0.9,1,0.5,0.48684530536172477
50,5,0.05,0,0.9,1,0.5,0.4738994557135546
60,5,0.05,0,0.9,1,0.5,0.4649965732428074
70,5,0.05,0,0.9,1,0.5,0.4589892752640537
80,5,0.05,0,0.9,1,0.5,0.4551370989254456
90,5,0.05,0,0.9,1,0.5,0.4523961199722918
100,5,0.05,0,0.9,1,0.5,0.4508080010301656
10,6,0.05,0,0.9,1,0.5,0.5698917424182979
20,6,0.05,0,0.9,1,0.5,0.5323665901908952
30,6,0.05,0,0.9,1,0.5,0.5054981425786242
40,6,0.05,0,0.9,1,0.5,0.4867828959495683
50,6,0.05,0,0.9,1,0.5,0.4737640968652174
60,6,0.05,0,0.9,1,0.5,0.4647992690943414
70,6,0.05,0,0.9,1,0.5,0.45889624762952314
80,6,0.05,0,0.9,1,0.5,0.45477729613046913
90,6,0.05,0,0.9,1,0.5,0.4523153935025526
100,6,0.05,0,0.9,1,0.5,0.45070484236823766
10,7,0.05,0,0.9,1,0.5,0.5700922191913981
20,7,0.05,0,0.9,1,0.5,0.5321416578497222
30,7,0.05,0,0.9,1,0.5,0.5054295246911902
40,7,0.05,0,0.9,1,0.5,0.4866374394221261
50,7,0.05,0,0.9,1,0.5,0.47357413269165594
60,7,0.05,0,0.9,1,0.5,0.46460008029628763
70,7,0.05,0,0.9,1,0.5,0.45864263873262934
80,7,0.05,0,0.9,1,0.5,0.4547377272193244
90,7,0.05,0,0.9,1,0.5,0.45199911121733444
100,7,0.05,0,0.9,1,0.5,0.4506111098509617
10,8,0.05,0,0.9,1,0.5,0.5699509300376568
20,8,0.05,0,0.9,1,0.5,0.5321651326621392
30,8,0.05,0,0.9,1,0.5,0.5052413541155663
40,8,0.05,0,0.9,1,0.5,0.48643946756181033
50,8,0.05,0,0.9,1,0.5,0.47369446988611275
60,8,0.05,0,0.9,1,0.5,0.4646807010603713
70,8,0.05,0,0.9,1,0.5,0.4586774556834989
80,8,0.05,0,0.9,1,0.5,0.4547370893150878
90,8,0.05,0,0.9,1,0.5,0.45190319273070034
100,8,0.05,0,0.9,1,0.5,0.4505151487616697
10,1,0.1,0,0.9,1,0.5,0.5331568573638626
20,1,0.1,0,0.9,1,0.5,0.48882066627882653
30,1,0.1,0,0.9,1,0.5,0.4678200157257678
40,1,0.1,0,0.9,1,0.5,0.45819975532933355
50,1,0.1,0,0.9,1,0.5,0.45370206402743674
60,1,0.1,0,0.9,1,0.5,0.45167650311973656
70,1,0.1,0,0.9,1,0.5,0.4506771405211657
80,1,0.1,0,0.9,1,0.5,0.4499958680519863
90,1,0.1,0,0.9,1,0.5,0.44964363505974536
100,1,0.1,0,0.9,1,0.5,0.449368279788765
10,2,0.1,0,0.9,1,0.5,0.532713480129358
20,2,0.1,0,0.9,1,0.5,0.4877318078042165
30,2,0.1,0,0.9,1,0.5,0.4661727941817751
40,2,0.1,0,0.9,1,0.5,0.456434372629788
50,2,0.1,0,0.9,1,0.5,0.4520799477969424
60,2,0.1,0,0.9,1,0.5,0.4500618570903942
70,2,0.1,0,0.9,1,0.5,0.4491959207411832
80,2,0.1,0,0.9,1,0.5,0.44869620456928805
90,2,0.1,0,0.9,1,0.5,0.44857532207981876
100,2,0.1,0,0.9,1,0.5,0.44838462217323316
10,3,0.1,0,0.9,1,0.5,0.5324541696506256
20,3,0.1,0,0.9,1,0.5,0.48688167010864086
30,3,0.1,0,0.9,1,0.5,0.4654428556663507
40,3,0.1,0,0.9,1,0.5,0.4555904173632579
50,3,0.1,0,0.9,1,0.5,0.45142183345214626
60,3,0.1,0,0.9,1,0.5,0.44935886950139736
70,3,0.1,0,0.9,1,0.5,0.4486125146049459
80,3,0.1,0,0.9,1,0.5,0.4482794941852926
90,3,0.1,0,0.9,1,0.5,0.44805580677302576
100,3,0.1,0,0.9,1,0.5,0.4481094953849923
10,4,0.1,0,0.9,1,0.5,0.5321870513035506
20,4,0.1,0,0.9,1,0.5,0.4869101582015193
30,4,0.1,0,0.9,1,0.5,0.46509178978611365
40,4,0.1,0,0.9,1,0.5,0.4549968371181478
50,4,0.1,0,0.9,1,0.5,0.4508967462508563
60,4,0.1,0,0.9,1,0.5,0.4492153865171135
70,4,0.1,0,0.9,1,0.5,0.44827251481905583
80,4,0.1,0,0.9,1,0.5,0.4480419898457162
90,4,0.1,0,0.9,1,0.5,0.4478799573020859
100,4,0.1,0,0.9,1,0.5,0.44792657690493554
10,5,0.1,0,0.9,1,0.5,0.531978169636106
20,5,0.1,0,0.9,1,0.5,0.4865700474909771
30,5,0.1,0,0.9,1,0.5,0.46481137007981305
40,5,0.1,0,0.9,1,0.5,0.4548886137574934
50,5,0.1,0,0.9,1,0.5,0.450632840676142
60,5,0.1,0,0.9,1,0.5,0.4489462355762576
70,5,0.1,0,0.9,1,0.5,0.44833018147787435
80,5,0.1,0,0.9,1,0.5,0.4480274816137445
90,5,0.1,0,0.9,1,0.5,0.4478544148146698
100,5,0.1,0,0.9,1,0.5,0.44784735608359383
10,6,0.1,0,0.9,1,0.5,0.5321329860254317
20,6,0.1,0,0.9,1,0.5,0.4866150099108614
30,6,0.1,0,0.9,1,0.5,0.4647711445996219
40,6,0.1,0,0.9,1,0.5,0.45488509054742365
50,6,0.1,0,0.9,1,0.5,0.4506542204359356
60,6,0.1,0,0.9,1,0.5,0.44868708811067337
70,6,0.1,0,0.9,1,0.5,0.44811372673627903
80,6,0.1,0,0.9,1,0.5,0.44790848321634485
90,6,0.1,0,0.9,1,0.5,0.44815959417760265
100,6,0.1,0,0.9,1,0.5,0.44833489771957874
10,7,0.1,0,0.9,1,0.5,0.5320203402442676
20,7,0.1,0,0.9,1,0.5,0.4862695408463025
30,7,0.1,0,0.9,1,0.5,0.4645724268589049
40,7,0.1,0,0.9,1,0.5,0.45481927934982075
50,7,0.1,0,0.9,1,0.5,0.4506359650870356
60,7,0.1,0,0.9,1,0.5,0.4492909685761727
70,7,0.1,0,0.9,1,0.5,0.44811574900411816
80,7,0.1,0,0.9,1,0.5,0.44814400987696323
90,7,0.1,0,0.9,1,0.5,0.4481772056591562
100,7,0.1,0,0.9,1,0.5,0.4490398655487534
10,8,0.1,0,0.9,1,0.5,0.5320228276686895
20,8,0.1,0,0.9,1,0.5,0.4866746212794882
30,8,0.1,0,0.9,1,0.5,0.46452640743159473
40,8,0.1,0,0.9,1,0.5,0.4550025817047452
50,8,0.1,0,0.9,1,0.5,0.45068595705564757
60,8,0.1,0,0.9,1,0.5,0.4492726343000582
70,8,0.1,0,0.9,1,0.5,0.4484852378795383
80,8,0.1,0,0.9,1,0.5,0.4492345983942443
90,8,0.1,0,0.9,1,0.5,0.44872834701265835
100,8,0.1,0,0.9,1,0.5,0.44933323720958995
10,1,0.15,0,0.9,1,0.5,0.5065635025410552
20,1,0.15,0,0.9,1,0.5,0.467582981663702
30,1,0.15,0,0.9,1,0.5,0.45536025616834225
40,1,0.15,0,0.9,1,0.5,0.45169596858256483
50,1,0.15,0,0.9,1,0.5,0.45027619772058075
60,1,0.15,0,0.9,1,0.5,0.4496447650182377
70,1,0.15,0,0.9,1,0.5,0.44921915342314667
80,1,0.15,0,0.9,1,0.5,0.4489834992857019
90,1,0.15,0,0.9,1,0.5,0.44873821830106303
100,1,0.15,0,0.9,1,0.5,0.44857967236102186
10,2,0.15,0,0.9,1,0.5,0.5058040919565109
20,2,0.15,0,0.9,1,0.5,0.4660589010112938
30,2,0.15,0,0.9,1,0.5,0.4536998090906068
40,2,0.15,0,0.9,1,0.5,0.450227325457457
50,2,0.15,0,0.9,1,0.5,0.44898242127738897
60,2,0.15,0,0.9,1,0.5,0.4485043268302144
70,2,0.15,0,0.9,1,0.5,0.44830827641265664
80,2,0.15,0,0.9,1,0.5,0.44813692552896583
90,2,0.15,0,0.9,1,0.5,0.44814303774465064
100,2,0.15,0,0.9,1,0.5,0.4479595131727114
10,3,0.15,0,0.9,1,0.5,0.5053764071707613
20,3,0.15,0,0.9,1,0.5,0.46526859431453627
30,3,0.15,0,0.9,1,0.5,0.4530951980147119
40,3,0.15,0,0.9,1,0.5,0.44944307273270334
50,3,0.15,0,0.9,1,0.5,0.448405512820078
60,3,0.15,0,0.9,1,0.5,0.4482040085234816
70,3,0.15,0,0.9,1,0.5,0.44792524183893184
80,3,0.15,0,0.9,1,0.5,0.4479221699753223
90,3,0.15,0,0.9,1,0.5,0.4478802573316568
100,3,0.15,0,0.9,1,0.5,0.44761826788717013
10,4,0.15,0,0.9,1,0.5,0.5053814672332351
20,4,0.15,0,0.9,1,0.5,0.46476669324145775
30,4,0.15,0,0.9,1,0.5,0.4525643386277426
40,4,0.15,0,0.9,1,0.5,0.4488464646379627
50,4,0.15,0,0.9,1,0.5,0.4482159514933439
60,4,0.15,0,0.9,1,0.5,0.44782280381518574
70,4,0.15,0,0.9,1,0.5,0.44766118052214077
80,4,0.15,0,0.9,1,0.5,0.447647993687768
90,4,0.15,0,0.9,1,0.5,0.44778315896782933
100,4,0.15,0,0.9,1,0.5,0.4480021060064847
10,5,0.15,0,0.9,1,0.5,0.5049231610547883
20,5,0.15,0,0.9,1,0.5,0.4646906279244763
30,5,0.15,0,0.9,1,0.5,0.4523996912704456
